user_id,signup_date,company_size,plan_interested,converted,user_segment,archetype,drop_off_stage,total_sessions,distinct_features_used,time_to_first_value_hrs,used_power_feature,engagement_slope,feature_adoption_breadth,conversion_propensity_score,active_days_verified,features_touched_verified
U01491,2026-03-12,200+,business,0,High,Late Bloomer,completed_trial_window,10,7,27.0,1,13,0.7,98,8,7
U01492,2026-03-17,200+,pro,1,High,Champion,completed_trial_window,15,7,1.0,1,23,0.7,99,11,7
U01493,2026-04-16,not_provided,business,0,Medium,Champion,mid_trial_dropoff,2,4,3.0,1,1,0.4,78,2,4
U01494,2026-05-12,51-200,business,0,High,Power Adopter,completed_trial_window,6,7,10.0,1,-19,0.7,89,6,7
U01495,2026-05-21,51-200,business,0,Medium,Late Bloomer,completed_trial_window,4,2,147.0,1,1,0.2,61,4,2
U01496,2026-05-22,not_provided,pro,1,High,Power Adopter,completed_trial_window,4,6,14.0,1,0,0.6,77,3,6
U01497,2026-02-23,not_provided,business,0,High,Late Bloomer,completed_trial_window,4,4,36.0,1,3,0.4,75,4,4
U01498,2026-03-16,not_provided,business,1,Medium,Growing Casual,completed_trial_window,5,1,229.0,0,5,0.1,41,5,1
U01499,2026-06-16,11-50,pro,1,Low,Plateaued User,completed_trial_window,5,2,8.0,0,-10,0.2,51,5,2
U01500,2026-06-13,51-200,business,1,High,Power Adopter,completed_trial_window,14,3,0.0,1,-9,0.3,86,9,3
U01501,2026-04-01,not_provided,starter,1,Medium,Late Bloomer,completed_trial_window,3,3,54.0,1,14,0.3,61,3,3
U01502,2026-05-27,not_provided,business,0,Medium,Growing Casual,completed_trial_window,5,3,84.0,0,8,0.3,50,5,3
U01503,2026-04-17,not_provided,business,0,Medium,Power Adopter,completed_trial_window,1,7,6.0,1,-14,0.7,71,1,7
U01504,2026-05-17,51-200,starter,1,High,Power Adopter,completed_trial_window,6,7,12.0,1,-3,0.7,89,6,7
U01505,2026-05-14,1-10,starter,1,High,Champion,completed_trial_window,7,5,6.0,1,9,0.5,99,7,5
U01506,2026-02-07,1-10,business,0,Medium,Plateaued User,mid_trial_dropoff,3,6,48.0,1,-9,0.6,68,2,6
U01507,2026-01-15,11-50,business,1,Medium,Plateaued User,completed_trial_window,1,3,25.0,1,0,0.3,49,1,3
U01508,2026-03-15,not_provided,business,1,Medium,Growing Casual,completed_trial_window,5,2,231.0,0,8,0.2,46,5,2
U01509,2026-01-16,not_provided,business,1,High,Champion,completed_trial_window,12,8,7.0,1,30,0.8,99,7,8
U01510,2026-05-19,1-10,business,0,High,Power Adopter,completed_trial_window,10,5,12.0,1,-5,0.5,95,8,5
U01511,2026-04-26,1-10,pro,0,Medium,Late Bloomer,completed_trial_window,2,4,28.0,1,11,0.4,68,2,4
U01512,2026-05-24,11-50,business,0,High,Champion,completed_trial_window,4,7,0.0,1,18,0.7,92,4,7
U01513,2026-06-15,not_provided,starter,0,Medium,Plateaued User,completed_trial_window,9,4,36.0,0,-13,0.4,63,6,4
U01514,2026-03-02,not_provided,business,0,Low,Window Shopper,completed_trial_window,1,2,46.0,0,-1,0.2,27,1,2
U01515,2026-03-15,not_provided,business,1,High,Champion,mid_trial_dropoff,3,8,4.0,1,7,0.8,88,3,8
U01516,2026-04-08,200+,starter,0,High,Champion,completed_trial_window,8,9,2.0,1,7,0.9,99,8,9
U01517,2026-03-22,not_provided,starter,0,Medium,Plateaued User,completed_trial_window,6,3,27.0,1,-15,0.3,67,5,3
U01518,2026-01-04,not_provided,business,0,Medium,Plateaued User,completed_trial_window,4,4,30.0,1,-8,0.4,65,4,4
U01519,2026-02-21,not_provided,starter,0,Medium,Power Adopter,completed_trial_window,5,5,2.0,1,-3,0.5,82,5,5
U01520,2026-02-27,not_provided,business,0,Low,Window Shopper,completed_trial_window,2,2,49.0,0,3,0.2,36,2,2
U01521,2026-06-15,51-200,pro,0,High,Late Bloomer,completed_trial_window,7,3,38.0,1,11,0.3,80,6,3
U01522,2026-05-20,not_provided,pro,0,High,Late Bloomer,mid_trial_dropoff,4,4,77.0,1,16,0.4,70,4,4
U01523,2026-02-20,not_provided,pro,0,Medium,Late Bloomer,completed_trial_window,5,2,41.0,1,1,0.2,69,4,2
U01524,2026-03-17,200+,pro,0,Low,Plateaued User,completed_trial_window,4,2,64.0,0,-1,0.2,33,3,2
U01525,2026-01-20,11-50,pro,0,Medium,Plateaued User,completed_trial_window,4,3,60.0,0,-5,0.3,37,4,3
U01526,2026-05-12,1-10,starter,1,High,Champion,completed_trial_window,10,6,14.0,1,13,0.6,99,8,6
U01527,2026-04-20,51-200,pro,0,High,Late Bloomer,completed_trial_window,8,1,109.0,1,3,0.1,70,8,1
U01528,2026-03-09,11-50,pro,0,High,Champion,completed_trial_window,8,5,12.0,1,9,0.5,99,6,5
U01529,2026-05-30,51-200,starter,1,High,Champion,completed_trial_window,13,6,6.0,1,17,0.6,99,9,6
U01530,2026-04-30,not_provided,pro,1,High,Late Bloomer,completed_trial_window,3,7,27.0,1,27,0.7,78,2,7
U01531,2026-02-09,51-200,pro,0,High,Power Adopter,completed_trial_window,8,7,10.0,1,-9,0.7,96,6,7
U01532,2026-01-14,not_provided,pro,1,High,Champion,completed_trial_window,5,4,23.0,1,19,0.4,83,5,4
U01533,2026-05-06,not_provided,pro,0,High,Late Bloomer,completed_trial_window,8,7,25.0,1,8,0.7,96,7,7
U01534,2026-04-02,1-10,business,1,High,Late Bloomer,completed_trial_window,9,4,51.0,1,8,0.4,86,7,4
U01535,2026-05-15,11-50,pro,1,Medium,Power Adopter,completed_trial_window,5,5,5.0,1,-4,0.5,82,4,5
U01536,2026-01-18,not_provided,pro,1,High,Late Bloomer,completed_trial_window,10,3,68.0,1,9,0.3,81,7,3
U01537,2026-05-20,not_provided,starter,0,Medium,Power Adopter,completed_trial_window,7,5,16.0,1,-16,0.5,84,6,5
U01538,2026-01-24,51-200,pro,1,High,Champion,completed_trial_window,11,4,6.0,1,6,0.4,99,10,4
U01539,2026-03-26,51-200,business,0,Medium,Plateaued User,mid_trial_dropoff,4,5,27.0,1,-2,0.5,69,3,5
U01540,2026-03-17,11-50,pro,1,Medium,Power Adopter,completed_trial_window,3,5,10.0,1,-1,0.5,75,2,5
U01541,2026-05-02,not_provided,business,1,High,Champion,completed_trial_window,5,7,21.0,1,40,0.7,90,3,7
U01542,2026-01-30,not_provided,business,0,Medium,Plateaued User,completed_trial_window,3,6,40.0,1,-1,0.6,68,3,6
U01543,2026-04-25,11-50,business,0,High,Late Bloomer,completed_trial_window,5,4,44.0,1,4,0.4,78,4,4
U01544,2026-06-07,not_provided,pro,1,High,Late Bloomer,completed_trial_window,9,5,65.0,1,17,0.5,90,7,5
U01545,2026-03-24,200+,starter,1,Low,Plateaued User,mid_trial_dropoff,3,1,131.0,0,-2,0.1,24,3,1
U01546,2026-03-07,not_provided,business,0,Medium,Power Adopter,completed_trial_window,7,3,21.0,1,-3,0.3,75,6,3
U01547,2026-03-14,1-10,pro,1,High,Champion,completed_trial_window,4,6,5.0,1,7,0.6,92,3,6
U01548,2026-05-12,not_provided,starter,0,High,Late Bloomer,completed_trial_window,6,4,37.0,1,1,0.4,82,6,4
U01549,2026-05-05,1-10,business,1,High,Plateaued User,completed_trial_window,11,7,29.0,1,-3,0.7,88,8,7
U01550,2026-03-24,not_provided,starter,0,Low,Growing Casual,completed_trial_window,3,2,15.0,0,5,0.2,49,3,2
U01551,2026-01-25,11-50,pro,0,Medium,Plateaued User,completed_trial_window,8,5,5.0,0,-6,0.5,75,8,5
U01552,2026-05-17,1-10,business,0,High,Champion,completed_trial_window,10,7,10.0,1,9,0.7,99,6,7
U01553,2026-01-17,11-50,business,1,Medium,Plateaued User,early_dropoff,1,3,31.0,1,-5,0.3,49,1,3
U01554,2026-04-19,1-10,pro,1,High,Power Adopter,completed_trial_window,8,6,7.0,1,-8,0.6,96,8,6
U01555,2026-04-22,not_provided,starter,1,High,Champion,completed_trial_window,5,5,22.0,1,6,0.5,87,5,5
U01556,2026-01-07,200+,business,0,Medium,Growing Casual,completed_trial_window,6,2,86.0,0,5,0.2,50,5,2
U01557,2026-03-26,1-10,starter,1,High,Champion,completed_trial_window,5,7,9.0,1,29,0.7,95,5,7
U01558,2026-01-14,11-50,business,1,High,Champion,completed_trial_window,5,7,2.0,1,24,0.7,95,5,7
U01559,2026-01-19,not_provided,pro,0,Medium,Plateaued User,completed_trial_window,4,3,133.0,1,-1,0.3,55,4,3
U01560,2026-03-08,200+,starter,1,Medium,Growing Casual,completed_trial_window,5,5,59.0,0,8,0.5,59,4,5
U01561,2026-06-11,200+,starter,1,High,Champion,completed_trial_window,1,7,5.0,1,20,0.7,81,1,7
U01562,2026-01-05,200+,business,0,High,Champion,completed_trial_window,12,6,1.0,1,8,0.6,99,9,6
U01563,2026-01-31,not_provided,starter,0,Low,Plateaued User,completed_trial_window,3,1,63.0,0,-4,0.1,24,3,1
U01564,2026-06-14,not_provided,pro,0,High,Power Adopter,completed_trial_window,14,8,9.0,1,0,0.8,98,8,8
U01565,2026-01-17,not_provided,pro,1,High,Power Adopter,completed_trial_window,10,6,12.0,1,0,0.6,98,9,6
U01566,2026-01-19,51-200,pro,1,High,Champion,completed_trial_window,6,5,19.0,1,8,0.5,91,4,5
U01567,2026-03-16,not_provided,business,1,High,Champion,completed_trial_window,8,6,16.0,1,24,0.6,99,5,6
U01568,2026-01-23,51-200,starter,1,Medium,Growing Casual,completed_trial_window,8,1,21.0,0,4,0.1,62,6,1
U01569,2026-04-12,not_provided,starter,1,High,Power Adopter,completed_trial_window,11,7,17.0,1,-10,0.7,93,8,7
U01570,2026-02-10,not_provided,pro,0,Low,Plateaued User,completed_trial_window,4,2,45.0,0,-8,0.2,38,4,2
U01571,2026-02-04,not_provided,starter,1,Medium,Plateaued User,completed_trial_window,14,5,28.0,0,-13,0.5,67,9,5
U01572,2026-03-17,not_provided,pro,0,High,Late Bloomer,completed_trial_window,6,4,122.0,1,27,0.4,77,6,4
U01573,2026-03-18,not_provided,business,0,Medium,Plateaued User,completed_trial_window,5,3,34.0,1,-7,0.3,63,4,3
U01574,2026-06-15,51-200,starter,0,Medium,Growing Casual,completed_trial_window,5,1,42.0,0,3,0.1,46,5,1
U01575,2026-05-22,not_provided,pro,0,High,Champion,completed_trial_window,7,4,3.0,1,2,0.4,95,6,4
U01576,2026-02-01,1-10,starter,1,Medium,Late Bloomer,early_dropoff,1,5,45.0,1,17,0.5,68,1,5
U01577,2026-06-02,200+,pro,0,High,Power Adopter,completed_trial_window,10,6,13.0,1,-4,0.6,93,7,6
U01578,2026-05-21,1-10,business,0,Medium,Growing Casual,completed_trial_window,5,2,135.0,0,2,0.2,46,4,2
U01579,2026-02-23,not_provided,business,0,High,Champion,completed_trial_window,9,4,1.0,1,5,0.4,99,6,4
U01580,2026-03-30,11-50,starter,0,Low,Plateaued User,mid_trial_dropoff,3,2,40.0,1,-8,0.2,52,2,2
U01581,2026-06-15,not_provided,pro,1,High,Champion,completed_trial_window,4,7,10.0,1,2,0.7,92,3,7
U01582,2026-02-17,11-50,pro,0,High,Power Adopter,completed_trial_window,11,6,9.0,1,-3,0.6,98,7,6
U01583,2026-03-06,11-50,starter,0,High,Plateaued User,completed_trial_window,9,7,33.0,1,-13,0.7,88,7,7
U01584,2026-02-16,not_provided,pro,0,High,Late Bloomer,completed_trial_window,5,3,46.0,1,2,0.3,73,4,3
U01585,2026-01-14,not_provided,starter,1,High,Power Adopter,completed_trial_window,8,6,8.0,1,-13,0.6,96,7,6
U01586,2026-01-19,51-200,business,1,High,Power Adopter,completed_trial_window,13,8,4.0,1,-6,0.8,98,9,8
U01587,2026-03-06,1-10,pro,1,High,Champion,completed_trial_window,8,4,19.0,1,1,0.4,94,7,4
U01588,2026-05-05,51-200,business,0,High,Champion,completed_trial_window,6,4,22.0,1,10,0.4,87,4,4
U01589,2026-02-02,not_provided,business,0,Medium,Champion,completed_trial_window,3,3,13.0,1,6,0.3,71,3,3
U01590,2026-03-02,1-10,business,0,Low,Plateaued User,completed_trial_window,4,2,64.0,0,-6,0.2,33,4,2
U01591,2026-06-08,1-10,pro,0,Low,Growing Casual,mid_trial_dropoff,3,2,150.0,0,1,0.2,39,3,2
U01592,2026-03-23,200+,starter,1,High,Champion,completed_trial_window,12,3,24.0,1,7,0.3,91,9,3
U01593,2026-06-07,not_provided,business,0,High,Champion,completed_trial_window,6,7,18.0,1,3,0.7,94,4,7
U01594,2026-05-30,11-50,pro,0,Medium,Late Bloomer,completed_trial_window,2,2,56.0,1,11,0.2,54,2,2
U01595,2026-05-26,51-200,business,0,Medium,Champion,completed_trial_window,2,3,15.0,1,5,0.3,68,2,3
U01596,2026-04-20,11-50,starter,1,High,Champion,completed_trial_window,8,9,7.0,1,29,0.9,99,5,9
U01597,2026-03-05,11-50,business,1,High,Power Adopter,completed_trial_window,8,5,2.0,1,-16,0.5,93,5,5
U01598,2026-03-12,51-200,pro,1,Medium,Window Shopper,completed_trial_window,1,3,69.0,0,4,0.3,36,1,3
U01599,2026-05-03,200+,starter,0,High,Power Adopter,completed_trial_window,8,7,2.0,1,-15,0.7,96,6,7
U01600,2026-04-02,51-200,starter,1,High,Champion,completed_trial_window,10,5,8.0,1,6,0.5,99,8,5
U01601,2026-01-28,11-50,business,0,Low,Plateaued User,completed_trial_window,5,2,59.0,0,-1,0.2,36,3,2
U01602,2026-06-05,1-10,business,1,High,Champion,mid_trial_dropoff,6,6,20.0,1,9,0.6,94,3,6
U01603,2026-05-18,11-50,business,1,High,Champion,completed_trial_window,5,5,1.0,1,21,0.5,92,4,5
U01604,2026-01-20,1-10,pro,0,Low,Window Shopper,completed_trial_window,2,2,42.0,0,2,0.2,41,2,2
U01605,2026-06-11,1-10,pro,1,High,Power Adopter,completed_trial_window,12,6,15.0,1,0,0.6,93,10,6
U01606,2026-04-14,not_provided,pro,1,High,Champion,completed_trial_window,16,6,6.0,1,24,0.6,99,11,6
U01607,2026-05-22,51-200,pro,0,High,Late Bloomer,completed_trial_window,5,5,39.0,1,12,0.5,82,4,5
U01608,2026-05-19,200+,business,0,Medium,Growing Casual,completed_trial_window,4,5,6.0,0,6,0.5,71,4,5
U01609,2026-02-08,51-200,starter,0,High,Power Adopter,completed_trial_window,8,4,14.0,1,-15,0.4,84,7,4
U01610,2026-02-27,not_provided,business,1,Medium,Champion,completed_trial_window,2,1,17.0,1,7,0.1,59,2,1
U01611,2026-02-04,200+,pro,1,Medium,Power Adopter,completed_trial_window,7,4,6.0,1,-10,0.4,85,5,4
U01612,2026-01-24,200+,business,0,High,Power Adopter,completed_trial_window,6,6,0.0,1,-10,0.6,89,5,6
U01613,2026-05-09,1-10,business,1,High,Champion,completed_trial_window,5,7,1.0,1,3,0.7,95,4,7
U01614,2026-06-07,not_provided,pro,0,Medium,Plateaued User,completed_trial_window,7,2,99.0,1,-4,0.2,61,6,2
U01615,2026-05-12,11-50,starter,1,High,Champion,completed_trial_window,8,4,2.0,1,1,0.4,99,8,4
U01616,2026-02-15,not_provided,pro,1,High,Power Adopter,completed_trial_window,6,7,10.0,1,-4,0.7,89,5,7
U01617,2026-05-04,51-200,starter,0,High,Late Bloomer,completed_trial_window,7,3,58.0,1,4,0.3,75,5,3
U01618,2026-02-26,200+,pro,0,High,Late Bloomer,completed_trial_window,9,5,38.0,1,9,0.5,95,8,5
U01619,2026-01-17,51-200,business,0,Medium,Plateaued User,completed_trial_window,4,2,38.0,1,0,0.2,56,3,2
U01620,2026-03-01,1-10,business,1,High,Power Adopter,completed_trial_window,9,6,4.0,1,-2,0.6,98,6,6
U01621,2026-05-13,51-200,starter,0,Medium,Power Adopter,mid_trial_dropoff,6,5,4.0,1,-19,0.5,86,5,5
U01622,2026-05-01,200+,starter,0,Medium,Champion,early_dropoff,1,5,8.0,1,4,0.5,78,1,5
U01623,2026-01-11,not_provided,business,0,High,Late Bloomer,completed_trial_window,3,7,36.0,1,14,0.7,78,2,7
U01624,2026-01-27,not_provided,pro,0,Low,Plateaued User,completed_trial_window,3,1,62.0,0,-2,0.1,24,3,1
U01625,2026-06-12,51-200,business,0,Medium,Champion,completed_trial_window,3,4,2.0,1,4,0.4,81,3,4
U01626,2026-03-09,not_provided,pro,0,Low,Window Shopper,completed_trial_window,2,1,343.0,0,1,0.1,31,2,1
U01627,2026-05-26,11-50,starter,0,High,Champion,completed_trial_window,7,9,3.0,1,23,0.9,99,7,9
U01628,2026-04-07,51-200,pro,0,Medium,Growing Casual,mid_trial_dropoff,4,3,6.0,0,9,0.3,62,2,3
U01629,2026-01-20,not_provided,business,0,High,Power Adopter,completed_trial_window,8,3,21.0,1,-2,0.3,79,6,3
U01630,2026-04-07,11-50,pro,0,Medium,Late Bloomer,completed_trial_window,3,2,165.0,1,1,0.2,57,3,2
U01631,2026-04-14,51-200,business,0,High,Late Bloomer,completed_trial_window,7,5,56.0,1,20,0.5,84,4,5
U01632,2026-05-05,200+,pro,0,High,Power Adopter,completed_trial_window,9,4,10.0,1,-4,0.4,91,5,4
U01633,2026-01-02,not_provided,pro,0,High,Late Bloomer,completed_trial_window,9,4,28.0,1,13,0.4,91,6,4
U01634,2026-04-23,11-50,pro,1,Medium,Growing Casual,completed_trial_window,10,2,67.0,0,6,0.2,59,5,2
U01635,2026-05-12,not_provided,business,0,Medium,Power Adopter,mid_trial_dropoff,5,5,2.0,1,-6,0.5,82,4,5
U01636,2026-02-24,11-50,pro,0,Medium,Plateaued User,completed_trial_window,7,2,156.0,1,-1,0.2,61,6,2
U01637,2026-02-10,51-200,pro,0,Medium,Power Adopter,completed_trial_window,5,4,6.0,1,-6,0.4,78,5,4
U01638,2026-01-31,not_provided,pro,0,High,Growing Casual,completed_trial_window,17,4,4.0,0,7,0.4,83,9,4
U01639,2026-04-17,51-200,business,0,Medium,Plateaued User,completed_trial_window,6,4,55.0,1,-9,0.4,67,5,4
U01640,2026-01-30,200+,business,0,High,Champion,completed_trial_window,12,5,13.0,1,21,0.5,99,8,5
U01641,2026-05-03,200+,pro,1,Low,Plateaued User,completed_trial_window,4,2,18.0,0,-5,0.2,43,4,2
U01642,2026-02-11,not_provided,starter,0,Medium,Plateaued User,completed_trial_window,8,3,30.0,0,-5,0.3,56,7,3
U01643,2026-01-06,11-50,starter,1,High,Power Adopter,completed_trial_window,8,8,2.0,1,-2,0.8,96,7,8
U01644,2026-05-27,not_provided,pro,0,Medium,Growing Casual,completed_trial_window,11,2,197.0,0,6,0.2,59,8,2
U01645,2026-02-04,not_provided,pro,0,High,Champion,completed_trial_window,9,6,15.0,1,13,0.6,99,7,6
U01646,2026-01-11,not_provided,pro,1,Low,Window Shopper,completed_trial_window,1,1,19.0,0,3,0.1,37,1,1
U01647,2026-02-12,51-200,pro,1,High,Champion,completed_trial_window,8,6,4.0,1,12,0.6,99,6,6
U01648,2026-04-14,not_provided,pro,0,High,Champion,completed_trial_window,9,4,15.0,1,2,0.4,96,5,4
U01649,2026-06-13,1-10,business,0,High,Champion,completed_trial_window,5,4,8.0,1,3,0.4,88,4,4
U01650,2026-03-14,1-10,pro,1,High,Champion,completed_trial_window,8,5,8.0,1,7,0.5,99,6,5
U01651,2026-06-05,200+,starter,0,High,Champion,completed_trial_window,10,9,12.0,1,23,0.9,99,7,9
U01652,2026-02-13,11-50,starter,1,Medium,Power Adopter,completed_trial_window,5,4,17.0,1,-17,0.4,73,5,4
U01653,2026-02-06,not_provided,pro,0,High,Champion,completed_trial_window,4,6,3.0,1,10,0.6,92,4,6
U01654,2026-06-09,not_provided,pro,1,Medium,Power Adopter,completed_trial_window,4,3,9.0,1,-20,0.3,70,4,3
U01655,2026-02-12,not_provided,business,0,High,Power Adopter,completed_trial_window,11,8,15.0,1,-13,0.8,93,7,8
U01656,2026-03-29,200+,pro,0,Medium,Champion,completed_trial_window,3,4,19.0,1,4,0.4,76,3,4
U01657,2026-06-01,1-10,pro,1,High,Late Bloomer,completed_trial_window,4,5,54.0,1,11,0.5,74,4,5
U01658,2026-04-09,11-50,starter,0,Medium,Plateaued User,completed_trial_window,5,4,15.0,0,0,0.4,55,5,4
U01659,2026-01-05,11-50,pro,0,Medium,Late Bloomer,completed_trial_window,2,4,49.0,1,2,0.4,63,2,4
U01660,2026-05-10,not_provided,starter,0,High,Growing Casual,completed_trial_window,8,3,24.0,0,3,0.3,71,6,3
U01661,2026-02-08,not_provided,starter,0,Medium,Growing Casual,completed_trial_window,5,4,155.0,0,10,0.4,55,5,4
U01662,2026-02-15,200+,pro,1,Medium,Growing Casual,completed_trial_window,5,1,303.0,0,3,0.1,41,4,1
U01663,2026-01-10,not_provided,pro,0,High,Late Bloomer,completed_trial_window,6,3,112.0,1,7,0.3,72,6,3
U01664,2026-01-31,1-10,starter,0,High,Champion,completed_trial_window,12,4,8.0,1,8,0.4,99,9,4
U01665,2026-02-03,not_provided,pro,1,High,Growing Casual,completed_trial_window,8,3,20.0,0,10,0.3,71,7,3
U01666,2026-06-16,200+,pro,0,Medium,Growing Casual,mid_trial_dropoff,6,5,0.0,0,8,0.5,78,5,5
U01667,2026-04-18,51-200,starter,0,Medium,Power Adopter,completed_trial_window,3,3,6.0,1,0,0.3,66,3,3
U01668,2026-05-16,200+,pro,0,Low,Plateaued User,completed_trial_window,6,1,117.0,0,0,0.1,35,6,1
U01669,2026-05-04,200+,business,0,High,Late Bloomer,completed_trial_window,5,6,31.0,1,13,0.6,85,4,6
U01670,2026-05-31,not_provided,business,1,Medium,Growing Casual,completed_trial_window,4,2,2.0,0,10,0.2,58,4,2
U01671,2026-01-26,200+,pro,0,Medium,Late Bloomer,mid_trial_dropoff,2,2,61.0,1,3,0.2,54,2,2
U01672,2026-03-07,200+,pro,0,High,Champion,completed_trial_window,16,8,18.0,1,6,0.8,99,8,8
U01673,2026-01-22,51-200,pro,1,High,Champion,completed_trial_window,8,4,12.0,1,1,0.4,99,7,4
U01674,2026-04-15,51-200,pro,1,Medium,Growing Casual,completed_trial_window,5,1,8.0,0,5,0.1,56,4,1
U01675,2026-01-02,not_provided,pro,0,High,Champion,completed_trial_window,6,4,17.0,1,6,0.4,87,5,4
U01676,2026-01-31,not_provided,starter,0,Medium,Champion,early_dropoff,1,3,7.0,1,2,0.3,69,1,3
U01677,2026-04-07,not_provided,pro,1,High,Champion,completed_trial_window,14,7,13.0,1,1,0.7,99,8,7
U01678,2026-04-15,51-200,starter,0,Medium,Champion,completed_trial_window,2,3,20.0,1,7,0.3,68,2,3
U01679,2026-02-09,200+,business,0,High,Champion,completed_trial_window,10,8,8.0,1,20,0.8,99,8,8
U01680,2026-05-30,51-200,business,0,Medium,Late Bloomer,mid_trial_dropoff,3,5,43.0,1,4,0.5,75,3,5
U01681,2026-05-18,200+,pro,0,High,Champion,completed_trial_window,5,5,4.0,1,1,0.5,92,5,5
U01682,2026-04-04,not_provided,business,0,High,Late Bloomer,completed_trial_window,11,5,26.0,1,3,0.5,95,9,5
U01683,2026-04-12,11-50,starter,0,High,Champion,completed_trial_window,3,7,4.0,1,11,0.7,88,3,7
U01684,2026-05-22,not_provided,starter,0,Medium,Plateaued User,completed_trial_window,5,2,44.0,1,-10,0.2,59,3,2
U01685,2026-02-15,51-200,pro,1,High,Late Bloomer,completed_trial_window,7,5,34.0,1,13,0.5,89,7,5
U01686,2026-05-04,51-200,business,0,Medium,Growing Casual,completed_trial_window,6,3,9.0,0,18,0.3,69,6,3
U01687,2026-05-28,51-200,business,0,High,Power Adopter,completed_trial_window,10,9,1.0,1,-4,0.9,98,7,9
U01688,2026-04-12,not_provided,pro,1,High,Power Adopter,completed_trial_window,12,5,8.0,1,0,0.5,95,6,5
U01689,2026-02-28,200+,business,0,High,Champion,completed_trial_window,8,4,16.0,1,6,0.4,94,5,4
U01690,2026-02-11,1-10,pro,1,Medium,Power Adopter,completed_trial_window,6,5,12.0,1,-15,0.5,86,5,5
U01691,2026-04-13,51-200,pro,0,Medium,Late Bloomer,early_dropoff,1,3,126.0,1,16,0.3,54,1,3
U01692,2026-06-07,not_provided,business,0,High,Champion,completed_trial_window,12,7,7.0,1,11,0.7,99,7,7
U01693,2026-01-14,11-50,starter,1,High,Champion,completed_trial_window,12,7,3.0,1,1,0.7,99,10,7
U01694,2026-01-24,11-50,starter,0,High,Champion,completed_trial_window,11,5,1.0,1,9,0.5,99,7,5
U01695,2026-06-03,200+,starter,0,Low,Growing Casual,completed_trial_window,3,1,310.0,0,2,0.1,34,3,1
U01696,2026-01-17,51-200,pro,0,Low,Plateaued User,completed_trial_window,5,1,157.0,0,-2,0.1,31,4,1
U01697,2026-04-05,1-10,pro,0,High,Power Adopter,completed_trial_window,8,4,15.0,1,-7,0.4,84,5,4
U01698,2026-01-10,not_provided,starter,0,Medium,Power Adopter,mid_trial_dropoff,2,4,15.0,1,-4,0.4,63,2,4
U01699,2026-04-13,not_provided,business,1,High,Growing Casual,completed_trial_window,7,6,35.0,0,24,0.6,74,6,6
U01700,2026-03-15,not_provided,pro,1,High,Champion,completed_trial_window,5,4,10.0,1,4,0.4,88,4,4
U01701,2026-02-14,not_provided,starter,0,High,Champion,completed_trial_window,9,10,2.0,1,7,1.0,99,7,10
U01702,2026-04-23,1-10,pro,0,Medium,Power Adopter,completed_trial_window,5,4,7.0,1,-17,0.4,78,3,4
U01703,2026-05-13,51-200,pro,0,Low,Window Shopper,early_dropoff,1,2,61.0,0,4,0.2,32,1,2
U01704,2026-01-09,not_provided,pro,0,Low,Window Shopper,completed_trial_window,1,4,5.0,0,-4,0.4,46,1,4
U01705,2026-05-13,not_provided,pro,1,High,Power Adopter,completed_trial_window,7,7,3.0,1,-22,0.7,92,7,7
U01706,2026-02-13,not_provided,starter,0,High,Power Adopter,completed_trial_window,9,3,9.0,1,0,0.3,86,7,3
U01707,2026-04-03,11-50,business,0,High,Champion,completed_trial_window,9,8,7.0,1,3,0.8,99,6,8
U01708,2026-01-01,11-50,starter,0,High,Champion,completed_trial_window,5,4,19.0,1,9,0.4,83,4,4
U01709,2026-03-12,200+,business,0,Low,Power Adopter,completed_trial_window,2,2,21.0,1,-2,0.2,54,2,2
U01710,2026-04-12,200+,pro,1,High,Champion,completed_trial_window,6,7,2.0,1,5,0.7,99,5,7
U01711,2026-05-13,1-10,business,1,High,Late Bloomer,completed_trial_window,7,5,39.0,1,1,0.5,89,5,5
U01712,2026-01-24,not_provided,business,1,High,Champion,completed_trial_window,9,6,1.0,1,20,0.6,99,9,6
U01713,2026-05-30,51-200,business,0,Medium,Power Adopter,completed_trial_window,7,5,17.0,1,-6,0.5,84,7,5
U01714,2026-03-12,11-50,pro,1,High,Champion,completed_trial_window,5,6,1.0,1,16,0.6,95,4,6
U01715,2026-04-27,200+,pro,1,High,Power Adopter,completed_trial_window,6,7,6.0,1,-3,0.7,89,6,7
U01716,2026-03-08,11-50,starter,1,High,Power Adopter,completed_trial_window,10,4,13.0,1,-7,0.4,86,7,4
U01717,2026-01-28,not_provided,starter,1,Medium,Power Adopter,completed_trial_window,5,4,17.0,1,-2,0.4,73,5,4
U01718,2026-03-17,51-200,starter,0,Medium,Plateaued User,completed_trial_window,5,3,27.0,1,-3,0.3,63,4,3
U01719,2026-05-12,51-200,pro,0,Low,Plateaued User,completed_trial_window,5,2,57.0,0,-5,0.2,36,3,2
U01720,2026-05-28,51-200,business,1,High,Champion,completed_trial_window,9,7,2.0,1,5,0.7,99,8,7
U01721,2026-04-07,not_provided,starter,1,High,Power Adopter,completed_trial_window,10,5,11.0,1,-15,0.5,95,6,5
U01722,2026-03-28,200+,business,0,High,Champion,completed_trial_window,3,6,0.0,1,10,0.6,88,3,6
U01723,2026-04-28,not_provided,starter,0,Medium,Power Adopter,completed_trial_window,5,2,5.0,1,-4,0.2,69,4,2
